226:3,9,6,9,4,4,7,4,6,9,4,4,2,1,9,4,8,9,2,6,8,9,6,2,5,2,4,9,8,5
227:5,7,8,3,8,9,9,6,6,9,2,7,7,6,8,8,3,7,8,2,6,4,8,8,6,8,2,2,3,3
228:7,9,5,6,6,1,4,3,8,4,1,4,6,9,2,8,9,3,8,8,8,4,2,7,7,8,7,4,7,6
229:6,4,7,2,8,1,8,8,6,8,8,7,6,4,7,8,5,4,3,8,1,5,2,8,4,8,8,8,7,5
230:1,9,4,5,3,5,2,9,2,4,8,2,7,8,6,1,1,7,5,5,2,4,2,1,7,5,5,8,8,7
231:5,8,5,3,3,3,6,7,3,6,9,5,3,6,6,7,6,3,2,3,4,9,7,2,5,8,6,6,6,5
232:3,6,4,4,1,9,1,7,9,7,4,8,7,8,4,9,5,1,4,5,2,9,4,8,2,7,8,5,9,5
233:2,2,7,7,2,6,5,2,8,3,1,2,3,2,4,5,4,4,3,5,2,2,2,7,2,8,7,6,2,1
234:3,3,6,8,1,9,9,7,6,3,8,3,5,3,5,4,1,9,8,7,8,7,5,1,5,6,9,6,7,5
235:8,1,4,5,8,3,3,7,1,1,6,8,3,6,1,6,1,5,6,4,2,4,1,4,2,5,3,9,3,2
236:8,5,5,4,7,8,7,4,8,6,9,1,8,2,4,1,6,6,9,1,1,1,3,5,4,8,4,1,6,2
237:9,9,6,6,4,7,7,9,6,5,7,6,5,7,2,4,5,8,4,1,9,6,7,2,9,3,3,1,5,7
238:4,9,4,6,5,9,4,7,1,2,4,7,1,3,6,3,1,3,6,4,4,1,3,6,3,5,7,3,6,2
239:9,3,1,7,4,8,6,4,5,1,6,8,3,3,1,3,8,2,6,3,3,8,8,3,6,8,1,9,4,2
240:2,3,9,4,7,8,8,8,5,4,8,4,4,1,4,6,8,2,6,4,3,1,5,2,1,3,7,8,5,6
241:8,6,7,1,9,5,4,3,1,8,5,9,5,2,1,7,5,1,2,7,9,9,5,4,1,4,8,2,6,2
242:5,9,9,1,4,6,6,8,5,2,2,2,4,2,9,2,8,4,5,6,3,2,4,5,7,6,7,5,1,7
243:4,1,4,7,8,4,5,3,3,1,1,1,2,5,3,9,8,2,8,9,5,1,5,9,6,2,3,3,3,7
244:6,7,2,2,4,2,4,6,6,2,2,6,9,5,9,3,1,5,6,5,1,9,3,4,9,1,3,4,9,9
245:9,8,2,1,7,5,1,5,5,1,9,1,5,6,2,7,2,1,5,6,2,6,6,9,8,5,9,2,8,4
246:9,5,7,6,2,4,5,2,1,9,8,8,9,4,5,2,5,8,5,9,4,5,6,6,1,3,2,7,8,8
247:8,5,2,1,9,6,1,5,4,1,3,4,9,5,3,7,3,3,4,4,8,7,2,7,5,6,1,3,5,1
248:9,2,1,1,9,8,7,7,3,9,6,7,5,9,9,1,4,1,4,4,6,9,6,3,5,3,7,2,5,2
249:9,1,4,4,7,6,7,8,4,3,3,7,4,6,1,3,1,5,7,2,6,6,9,7,6,2,1,6,1,4
250:6,6,9,5,5,6,7,1,1,6,9,4,8,1,2,5,3,8,6,8,5,4,8,8,6,4,8,8,1,4
251:2,4,9,2,7,9,3,9,5,4,2,2,2,4,7,8,6,9,1,1,7,8,6,9,2,3,3,1,9,2
252:2,6,7,4,1,8,2,2,3,9,5,2,1,4,2,2,6,6,8,4,8,1,1,2,9,3,5,4,7,7
253:3,7,2,2,7,7,3,5,5,2,8,8,8,6,8,5,3,1,6,6,9,7,7,9,9,3,1,1,4,3
254:3,6,6,1,6,4,8,3,3,3,7,8,2,3,3,3,3,4,5,3,9,9,2,1,1,2,6,5,2,3
255:8,4,6,2,9,8,9,4,2,2,9,5,8,3,2,4,5,3,4,1,8,5,1,9,6,1,5,2,4,6
256:6,8,6,2,2,1,9,7,3,3,6,5,9,4,3,1,5,2,7,9,8,9,5,9,4,7,3,8,7,8
257:7,5,2,1,3,5,1,7,7,8,3,5,4,8,4,7,7,9,1,9,6,2,9,7,4,1,1,2,4,2
258:9,1,3,6,4,5,5,5,5,9,2,6,6,7,1,8,6,2,2,9,6,4,1,4,9,4,2,7,3,4
259:8,8,4,9,2,4,7,9,7,3,5,7,3,4,9,4,6,5,5,6,4,8,4,9,8,5,2,9,8,4
260:5,9,8,2,6,9,1,9,6,8,8,6,6,8,8,7,4,9,8,5,5,3,8,7,4,4,9,2,9,5
261:6,3,5,5,3,6,1,3,6,9,6,2,9,7,1,4,1,4,3,4,5,1,7,2,4,6,1,3,8,8
262:5,5,2,2,1,1,8,9,1,9,8,2,6,9,5,9,4,4,4,7,6,4,4,3,8,7,1,9,9,8
263:9,6,2,5,8,2,6,5,5,2,1,5,1,7,5,5,7,3,9,9,6,6,3,6,7,1,1,2,9,6
264:2,5,6,3,8,8,3,3,5,1,6,4,5,3,2,9,5,6,4,4,2,9,1,6,5,3,4,1,4,1
265:2,5,5,8,5,1,6,2,5,5,9,1,4,6,1,7,5,2,9,4,1,3,6,4,2,7,7,5,9,9
266:4,4,5,1,9,5,2,9,4,7,8,3,2,4,8,5,1,7,2,5,9,5,9,3,2,3,9,4,4,7
267:1,2,7,2,3,7,4,8,7,8,4,2,8,6,2,4,3,2,6,9,9,1,5,2,9,8,9,1,6,1
268:8,3,7,1,4,5,4,9,2,8,7,6,2,8,3,6,8,1,2,4,7,6,1,8,5,2,3,1,6,3
269:7,2,4,5,4,8,4,1,6,6,6,8,8,9,4,7,8,1,9,4,6,5,2,1,6,9,6,7,5,4
270:8,5,7,7,9,2,6,3,8,2,1,8,7,3,5,7,8,5,6,2,7,6,9,2,5,8,9,6,1,6
271:3,5,5,4,7,9,5,2,5,7,3,5,1,9,8,3,8,1,3,6,4,2,9,4,5,9,7,3,5,8
272:9,5,8,8,2,2,2,9,9,7,9,1,3,3,4,2,8,2,6,4,1,1,6,5,1,2,1,9,4,8
273:8,5,5,4,7,8,7,4,8,6,9,1,8,2,4,1,6,5,9,1,1,1,3,5,4,8,4,1,6,9
274:5,5,8,8,7,2,4,8,6,9,3,8,8,4,1,7,3,5,2,6,6,6,6,7,4,8,6,6,3,7
275:4,9,5,8,9,3,8,2,9,9,8,2,6,4,9,3,3,9,3,1,1,2,6,7,5,7,2,4,4,2
276:6,6,2,4,3,9,4,9,8,5,1,2,5,2,4,4,4,2,4,9,8,8,3,5,3,7,4,2,3,1
277:8,6,6,5,6,7,2,4,1,7,3,5,9,5,1,2,2,9,1,9,3,8,9,2,1,8,8,1,1,7
278:5,8,5,3,1,6,8,2,3,4,9,3,3,2,9,8,3,4,5,2,1,3,9,8,9,7,1,2,7,7
279:8,6,9,6,5,9,8,9,6,2,1,7,7,9,4,6,2,7,5,8,6,2,3,3,3,9,5,5,7,6
280:7,3,8,2,3,2,2,3,8,8,1,7,2,8,3,6,2,9,2,7,8,1,7,2,6,2,1,9,5,8
281:9,2,4,7,5,5,2,1,5,8,4,1,3,7,7,9,2,5,1,2,5,9,2,9,2,3,4,9,7,8
282:1,6,8,1,1,7,6,6,6,4,6,4,1,2,3,4,2,6,7,4,4,7,7,6,7,4,6,6,7,2
283:2,2,5,3,3,7,6,6,8,9,7,7,5,3,9,5,1,2,8,6,3,2,5,4,2,8,3,9,7,8
284:8,6,3,3,6,7,6,7,1,1,4,2,1,4,7,2,7,7,6,1,6,2,2,2,2,6,2,5,8,4
285:3,6,4,4,1,9,1,7,9,7,4,8,7,8,4,9,5,1,4,5,2,9,4,8,2,7,8,5,9,9
286:7,2,9,7,6,7,5,4,8,9,7,6,6,9,5,4,4,8,5,1,5,2,1,4,3,7,8,7,6,6
287:7,9,7,1,4,2,6,1,4,9,7,6,4,8,6,2,8,1,1,4,1,6,2,3,3,1,6,3,1,5
288:3,4,7,2,4,3,5,9,7,9,5,9,7,2,6,5,2,9,1,7,7,9,7,8,1,1,9,2,7,7
289:7,8,7,5,2,9,5,4,1,6,8,5,7,5,2,5,9,4,9,8,6,5,7,8,5,5,9,1,2,9
290:3,4,2,7,2,6,6,3,5,9,7,2,6,1,3,2,7,9,5,3,8,7,6,1,5,9,4,5,9,8
291:4,5,4,3,9,1,9,4,5,7,5,5,3,6,1,9,2,3,1,4,2,8,2,8,5,2,4,1,9,1
292:4,1,4,4,7,7,4,3,3,1,5,3,5,4,6,9,1,2,2,1,5,1,7,8,8,2,6,1,4,6
293:8,6,6,5,6,7,2,4,1,7,3,5,9,5,1,2,2,9,1,9,3,8,9,2,1,8,9,1,1,7
294:8,2,6,9,5,7,3,3,4,9,7,7,6,3,4,7,6,2,6,2,3,7,4,6,7,8,5,4,5,5
295:7,9,8,6,1,6,8,5,4,8,4,9,4,1,1,8,2,7,3,1,4,7,2,8,7,7,8,1,1,3
296:1,6,8,1,1,7,6,6,6,4,6,4,1,2,3,4,2,6,7,4,4,7,7,6,7,4,6,6,7,7
297:8,3,7,1,4,5,4,9,2,8,7,6,2,8,1,6,8,1,2,4,7,6,1,8,5,2,3,1,6,7
298:5,4,8,4,5,5,1,1,5,8,1,2,8,3,9,2,2,6,6,4,4,6,4,9,3,3,2,1,6,4
299:7,7,8,5,3,6,9,2,5,9,8,7,1,9,3,3,3,8,2,3,8,8,5,8,9,2,8,3,6,6
300:5,3,7,9,4,7,7,3,7,8,9,1,7,3,9,2,3,7,8,4,2,2,7,4,8,7,9,2,6,4
301:7,4,8,4,3,8,7,8,2,8,7,7,2,5,3,3,5,8,3,9,3,9,2,8,7,5,9,9,2,8
302:4,6,1,7,5,2,3,4,9,4,2,1,2,9,5,2,3,7,3,6,2,4,7,5,9,2,9,4,9,8
303:6,4,6,7,3,9,7,9,6,8,2,9,6,5,9,5,6,4,8,2,3,5,4,4,2,1,1,3,9,6
304:5,4,3,9,8,6,9,2,4,7,1,6,5,8,2,7,9,7,3,6,4,4,1,1,5,8,8,5,3,2
305:4,2,7,2,1,8,8,7,7,2,2,7,4,4,8,6,9,5,2,8,8,6,3,8,5,9,8,9,5,9
306:7,8,6,1,4,9,4,1,4,4,2,4,8,6,6,7,7,5,6,9,6,6,4,8,4,8,9,6,6,1
307:2,9,2,5,7,6,8,4,3,8,4,8,8,7,4,2,8,9,6,2,3,1,5,8,4,9,2,8,4,3
308:3,9,9,3,8,1,8,9,4,4,9,1,5,9,9,7,3,6,2,2,8,1,2,3,7,3,9,8,6,1
309:9,9,6,4,6,8,1,6,3,3,6,7,4,9,4,3,7,6,5,9,9,6,6,3,1,4,8,8,7,7
310:9,1,3,9,1,9,3,1,4,8,4,3,8,3,7,3,6,3,5,2,4,1,7,5,9,5,8,6,6,6
311:3,9,9,3,8,1,8,9,4,4,9,1,5,9,9,7,3,6,2,2,8,1,2,3,7,3,9,8,6,5
312:3,4,5,5,4,7,5,1,8,5,3,9,5,6,7,5,2,8,9,6,1,7,9,3,6,2,8,2,7,9
313:7,2,8,7,8,4,2,6,3,6,2,4,3,7,3,9,1,2,7,3,4,4,5,3,5,7,6,9,2,3
314:9,1,6,7,1,9,9,8,2,7,8,8,9,9,9,4,7,3,3,1,7,7,6,1,5,1,9,8,8,4
315:1,6,8,1,1,7,6,6,6,4,6,4,1,2,3,4,2,6,7,4,4,7,7,6,7,4,6,6,7,7
316:3,4,7,7,8,8,3,3,7,1,1,2,6,8,5,9,4,7,1,5,2,6,1,9,9,5,1,2,2,7
317:6,3,9,8,4,5,8,4,7,2,9,2,4,8,9,2,3,2,5,8,9,1,8,7,2,4,9,2,7,8
318:2,3,8,1,8,3,9,8,6,1,7,7,6,4,9,5,5,3,9,1,9,2,3,3,9,9,1,4,3,5
319:8,7,7,4,4,7,1,7,4,5,2,9,3,9,1,4,8,3,3,5,7,2,5,7,6,9,9,2,4,1
320:2,9,5,4,1,1,7,1,4,8,6,2,3,5,6,3,3,9,5,1,9,5,7,5,7,4,3,5,8,1
321:4,3,6,9,7,2,4,8,7,2,5,5,7,1,4,1,3,9,2,6,1,1,3,7,8,8,5,6,3,9
322:3,1,7,3,7,9,3,1,2,7,3,5,4,8,3,7,2,3,7,3,8,8,6,6,1,2,7,7,7,3
323:5,6,9,4,9,3,4,8,3,2,4,3,2,7,4,3,4,3,2,4,5,1,7,6,9,9,3,2,1,3
324:2,3,8,1,8,3,9,8,6,1,7,7,6,4,9,5,5,3,9,1,9,2,3,3,9,9,1,4,3,8
325:8,5,4,3,5,5,6,2,1,7,6,5,6,9,2,4,4,8,5,6,3,2,4,3,4,7,3,7,1,3
326:9,2,4,7,5,5,2,1,5,8,4,1,3,7,1,9,2,5,1,2,5,9,2,9,2,3,4,9,7,1
327:7,6,2,3,6,4,2,3,3,9,2,2,8,9,4,1,4,8,9,1,1,6,7,4,7,5,7,6,4,4
328:9,4,3,9,8,6,9,2,4,7,1,6,5,8,2,7,9,7,3,6,4,4,1,1,5,8,8,5,3,2
329:9,8,4,3,5,3,9,5,2,5,7,2,2,2,4,4,6,3,8,8,5,7,2,5,1,8,7,6,3,3
330:2,2,5,3,7,7,6,6,8,9,7,7,5,3,9,5,1,2,8,6,3,2,5,4,2,8,3,9,7,7
331:5,8,5,7,4,4,3,6,4,6,4,7,9,5,4,6,4,8,1,1,2,5,6,7,1,5,5,6,9,4
332:5,5,8,8,7,2,4,8,6,9,3,8,8,4,1,7,3,3,2,6,6,6,6,7,4,8,6,6,3,8
333:2,1,9,8,6,1,8,2,9,2,2,8,3,5,8,7,7,8,8,6,8,6,5,5,7,8,6,8,1,8
334:3,6,5,5,4,7,5,1,8,5,3,9,5,6,7,5,2,8,9,6,1,7,9,3,6,2,8,2,7,9
335:6,7,9,5,8,3,7,5,3,5,8,8,8,9,9,6,5,9,1,5,9,6,8,4,1,6,4,6,1,9
336:7,2,5,4,7,6,9,5,8,7,5,9,4,1,1,3,4,9,9,3,5,5,9,1,5,7,6,3,7,5
337:7,5,2,1,3,5,1,7,7,8,3,5,4,8,4,7,7,9,1,9,6,2,9,7,4,1,1,2,4,4
338:9,3,1,7,4,8,6,4,5,1,6,8,3,3,1,3,8,2,6,3,3,8,8,3,6,8,1,9,4,4
339:3,4,3,6,3,6,2,5,1,9,9,7,2,7,9,5,2,9,6,6,2,5,1,9,9,4,1,5,2,1
340:2,2,7,7,2,6,5,2,8,3,1,2,3,3,4,5,4,4,3,5,2,2,2,7,2,8,7,6,2,8
341:8,9,4,4,6,6,5,2,5,6,6,5,1,1,5,3,7,1,8,5,8,7,9,7,1,3,2,5,4,3
342:8,5,7,7,9,2,4,3,8,2,1,8,7,3,5,7,8,5,6,2,7,6,9,2,5,8,9,6,1,6
343:8,7,7,4,4,7,1,7,4,5,2,9,3,9,1,4,8,3,3,5,7,2,5,7,6,9,9,2,4,5
344:6,2,4,3,8,5,9,9,5,9,6,2,6,6,9,7,6,8,2,6,7,5,8,4,4,8,6,8,5,5
345:3,4,9,6,3,7,8,6,5,6,3,4,4,3,6,4,9,3,4,9,4,6,6,4,7,7,6,9,4,4
346:2,7,1,7,3,4,1,3,6,3,2,3,3,6,7,2,6,9,3,8,6,9,9,8,5,2,8,9,9,9
347:2,7,1,5,6,3,8,3,2,1,2,1,6,2,8,4,1,5,6,7,3,6,6,4,5,3,3,7,1,8
348:6,9,1,5,5,6,8,6,6,1,7,1,3,7,7,2,9,6,1,8,8,9,1,8,2,4,5,8,7,4
349:6,7,2,2,4,2,4,6,6,2,2,6,9,5,8,3,1,5,6,5,1,9,3,4,9,1,3,4,9,3
350:6,2,4,3,8,5,9,9,5,9,6,2,6,6,9,7,6,8,2,6,7,5,8,4,4,8,6,8,5,9
351:6,7,2,5,4,8,9,2,5,3,5,1,6,1,7,1,5,5,5,3,5,3,3,5,1,8,7,7,7,3
352:1,6,3,9,7,2,8,1,3,6,6,3,1,7,3,6,1,1,2,4,3,2,6,5,6,4,8,3,7,2
353:6,5,8,9,9,4,8,5,4,5,3,4,2,7,6,3,5,1,9,9,5,6,6,6,9,8,1,7,3,4
354:9,2,1,1,9,8,7,7,3,9,6,7,5,9,9,1,4,1,4,4,6,9,6,3,5,3,7,2,5,3
355:9,4,3,9,8,6,9,2,4,7,1,6,5,8,2,7,9,7,3,6,4,4,1,1,5,8,8,5,3,6
356:8,5,7,7,9,2,6,3,8,2,1,8,7,3,5,7,8,5,6,2,7,6,9,2,5,8,9,6,1,8
357:1,6,7,8,3,9,2,5,6,8,6,2,8,6,7,4,3,9,2,2,6,2,4,9,4,8,5,7,5,2
358:3,4,1,7,8,2,3,9,9,5,3,1,7,9,5,4,3,9,3,9,4,9,5,6,3,5,4,4,2,8
359:9,6,8,7,8,4,1,8,7,7,6,6,3,3,5,2,6,1,5,6,5,5,5,3,1,3,2,4,9,1
360:9,6,6,8,9,1,6,2,7,3,1,3,3,1,7,5,7,8,2,5,7,7,4,2,7,5,8,1,1,4
361:5,1,2,7,9,7,5,8,5,6,1,1,4,7,7,8,5,1,5,8,8,7,8,8,3,6,1,8,8,4
362:3,6,2,6,4,9,5,5,7,2,7,3,9,1,6,6,1,2,6,4,4,3,5,8,8,5,7,5,8,1
363:7,8,8,9,3,1,6,8,8,7,5,6,7,8,7,8,6,3,4,3,9,3,4,9,3,3,6,7,6,8
364:4,3,6,9,7,2,4,8,7,2,5,9,7,1,4,1,3,9,2,6,1,1,3,7,8,8,5,6,3,6
365:4,9,9,5,5,7,1,2,8,1,4,6,1,5,4,1,4,5,9,5,8,1,5,8,4,8,4,9,5,3
366:9,5,7,6,2,4,5,2,2,9,8,8,9,4,5,2,5,8,5,9,4,5,6,6,1,3,2,7,8,9
367:6,6,3,4,3,6,3,1,2,5,5,8,4,7,6,5,8,2,1,5,7,2,5,7,9,7,6,3,6,1
368:6,9,4,6,8,8,9,2,2,6,4,3,6,4,4,2,2,8,8,7,8,6,2,8,6,9,9,9,5,7
369:6,4,7,2,8,1,8,8,6,8,8,7,6,4,7,8,5,4,3,8,1,5,2,8,4,8,8,8,7,9
370:4,8,9,3,2,2,1,1,7,9,7,4,7,3,9,4,9,7,5,6,4,4,1,7,7,2,4,6,2,1
371:2,8,3,4,5,8,1,7,8,3,9,3,6,3,8,7,9,6,1,6,1,9,5,8,1,3,7,8,1,5
372:4,8,9,3,2,2,1,1,1,9,7,4,7,3,9,4,9,7,5,6,4,4,1,7,7,2,4,6,2,2
373:2,1,6,8,2,3,4,5,7,2,8,5,5,2,2,2,5,4,2,5,4,5,8,1,1,6,3,4,5,4
374:5,9,1,6,3,9,9,5,7,2,8,6,2,3,6,1,1,3,1,9,9,4,8,5,4,9,8,6,7,3
375:7,9,5,6,6,1,4,3,5,4,1,4,6,9,2,8,9,3,8,8,8,4,2,7,7,8,7,4,7,7
376:7,8,7,5,2,9,5,4,1,6,8,5,7,5,2,5,9,4,9,8,6,5,7,8,5,5,9,1,2,5
377:4,2,7,2,1,8,8,7,7,2,2,7,4,4,8,6,9,5,2,8,8,6,3,8,5,9,8,9,5,9
378:9,1,3,9,1,9,3,1,4,8,4,3,8,3,7,3,6,3,5,2,4,1,7,5,9,5,8,6,6,4
379:4,4,8,2,9,3,8,5,1,6,5,4,6,5,8,3,2,6,1,4,8,4,7,2,5,2,4,6,2,5
380:1,2,7,8,8,2,8,1,7,8,5,2,2,3,5,9,8,6,6,3,9,8,4,1,2,6,5,2,2,4
381:9,4,9,2,8,6,6,7,1,2,1,4,3,5,8,5,3,6,9,4,6,7,8,2,6,4,9,8,8,7
382:6,1,2,9,8,4,1,4,7,6,8,5,1,8,7,5,1,3,8,8,5,1,9,6,1,1,6,9,7,8
383:5,4,1,4,5,6,5,6,1,4,4,2,6,7,9,6,1,6,1,7,9,9,9,6,7,7,8,4,1,8
384:2,5,3,7,6,6,5,4,9,6,8,9,3,1,6,7,2,1,8,6,4,7,4,2,8,6,3,4,9,6
385:3,4,5,5,4,7,5,1,8,5,3,9,5,6,7,5,2,8,9,6,1,7,9,3,6,2,8,2,7,8
386:7,9,5,2,6,7,8,6,9,8,8,1,5,9,2,1,9,3,3,4,2,3,6,6,7,3,7,5,3,9
387:6,6,9,5,5,6,7,1,1,6,9,4,8,1,2,5,3,7,6,8,5,4,8,8,6,4,8,8,1,9
388:8,2,9,5,3,6,8,4,2,1,6,5,6,8,4,9,2,1,7,3,5,3,2,3,9,5,4,8,4,5
389:6,2,4,3,8,5,9,9,5,9,6,2,6,6,9,7,6,8,2,6,7,5,8,2,4,8,6,8,5,5
390:8,5,7,5,9,2,7,5,1,3,5,7,4,5,9,5,9,9,9,3,2,2,6,5,2,3,6,4,5,5
391:1,6,3,9,7,2,8,1,3,6,6,3,1,7,3,6,1,1,2,4,3,2,6,5,6,4,8,3,7,1
392:9,9,6,4,6,8,1,6,3,3,6,7,4,9,4,3,7,3,5,9,9,6,6,3,1,4,8,8,7,7
393:9,9,2,1,8,8,7,8,2,7,2,6,1,2,3,9,2,6,1,9,8,5,2,7,5,2,9,3,3,8
394:6,6,2,4,3,9,4,9,8,5,1,2,5,2,4,4,4,2,4,9,8,8,3,5,3,7,4,2,3,3
395:9,8,6,1,4,9,4,1,4,4,2,4,8,6,6,7,7,5,6,9,6,6,4,8,4,8,9,6,6,5
396:5,4,8,4,5,5,1,1,5,8,1,2,8,3,9,2,2,6,6,4,4,6,4,9,3,3,8,1,6,4
397:7,3,5,1,7,7,9,8,3,8,2,1,6,9,8,2,2,3,6,7,5,2,6,1,5,4,7,1,4,7
398:7,8,9,8,6,5,7,1,3,5,3,7,3,3,1,7,4,3,7,2,9,7,3,3,9,4,5,9,6,4
399:6,5,4,4,3,6,9,3,7,2,5,1,4,5,1,9,5,4,1,3,9,6,8,1,7,7,9,7,4,9
400:1,3,6,2,4,6,3,6,4,1,2,5,7,7,3,3,8,9,5,2,3,5,8,2,3,1,2,4,6,1
401:9,1,3,1,3,3,4,6,7,7,1,1,3,8,8,6,8,8,5,2,3,2,6,5,2,1,3,3,4,6
402:3,4,4,6,3,9,9,9,7,8,8,6,9,8,6,2,7,3,3,7,1,8,1,6,7,9,3,6,4,3
403:7,5,8,1,3,3,6,2,9,5,3,7,7,9,6,5,1,1,3,2,9,9,2,7,2,1,7,5,3,2
404:2,4,2,2,8,3,8,6,6,8,3,5,2,2,5,1,8,9,9,1,7,1,7,4,6,9,3,6,6,7
405:7,1,6,5,6,7,4,1,8,5,2,7,4,2,8,8,7,8,3,7,8,1,9,3,7,1,6,4,8,2
406:9,8,3,5,6,8,1,7,6,7,7,8,3,9,3,6,7,8,2,2,2,6,8,7,8,5,4,6,9,8
407:6,6,5,8,5,2,2,9,3,3,7,5,3,1,3,6,3,7,7,1,7,7,4,3,7,4,9,7,4,9
408:7,7,4,3,2,3,9,9,2,5,7,7,6,6,4,1,4,6,2,3,3,8,8,1,8,1,3,3,7,6
409:7,6,8,7,1,3,6,9,7,4,3,2,2,2,4,7,2,2,6,9,3,4,3,6,1,3,5,2,1,6
410:6,3,7,4,9,9,6,9,8,9,2,6,2,5,2,3,4,3,9,8,3,3,3,2,5,7,6,7,6,7
411:3,9,9,3,8,1,8,9,4,4,9,1,5,9,9,7,3,6,2,2,8,9,2,3,7,3,9,8,6,5
412:8,2,8,9,4,7,5,9,6,4,8,8,8,4,2,9,4,6,6,9,3,5,2,3,5,2,6,9,3,2
413:8,6,4,2,9,8,9,6,2,3,5,8,4,3,6,8,6,5,1,3,3,7,2,6,1,6,3,1,9,1
414:8,6,1,3,1,5,8,7,4,2,9,5,2,4,2,6,4,1,8,3,6,8,1,6,2,4,2,9,1,7
415:1,9,7,6,4,7,1,4,8,6,5,6,2,3,9,2,4,4,4,2,7,3,9,3,7,8,8,3,4,3
416:2,6,9,3,7,2,4,2,3,4,2,4,1,6,7,5,8,7,4,9,7,5,5,7,4,5,2,6,9,2
417:3,2,3,9,2,3,9,2,8,8,9,9,9,2,6,5,9,3,3,3,5,5,8,3,2,2,5,7,4,1
418:7,8,9,5,2,9,5,4,1,6,8,5,7,5,2,5,9,4,9,8,6,5,7,8,5,5,9,1,2,9
419:7,8,8,9,3,1,6,8,8,7,5,6,7,8,7,8,6,3,4,3,9,3,4,9,3,3,6,7,6,9
420:2,9,2,5,7,6,8,3,3,8,4,8,8,7,4,2,8,9,6,2,3,1,5,8,4,9,2,8,4,3
421:2,9,2,5,7,6,8,4,3,8,4,8,8,7,4,2,8,9,6,2,3,1,5,8,4,9,2,8,4,7
422:4,2,2,6,3,4,6,5,7,9,2,1,5,9,7,7,8,5,9,3,3,1,1,8,1,6,7,9,5,4
423:9,2,9,9,3,9,3,3,4,1,1,5,9,1,1,3,6,3,8,8,5,8,9,5,7,5,2,6,1,4
424:7,7,4,3,2,3,9,9,2,5,7,7,6,6,4,1,4,6,2,3,3,8,8,1,8,1,3,3,7,7
425:2,9,1,5,9,6,3,5,3,9,4,9,2,9,3,8,6,4,4,8,2,7,4,9,3,6,9,8,2,1
426:9,9,2,1,8,8,7,8,2,7,2,6,1,2,3,9,2,6,1,9,8,5,2,7,5,2,9,3,3,5
427:7,8,8,9,3,1,6,8,8,7,5,6,2,8,7,8,6,3,4,3,9,3,4,9,3,3,6,7,6,8
428:1,8,8,5,5,6,2,7,8,6,5,8,3,9,6,5,6,8,5,4,8,9,9,2,2,9,1,3,5,6
429:9,6,8,4,7,7,1,2,8,5,3,3,3,6,6,5,3,4,4,2,9,1,4,3,3,6,1,9,8,5
430:4,8,9,3,2,2,1,1,1,9,7,4,7,3,9,4,9,7,5,6,4,4,1,7,7,2,4,6,2,1
431:2,3,1,8,5,9,3,7,1,5,3,8,7,8,7,9,9,2,5,5,6,3,7,2,4,6,6,5,6,8
432:7,4,8,2,2,2,3,6,6,8,3,5,4,2,3,9,2,7,3,6,3,7,8,6,5,3,6,4,5,5
433:7,8,3,3,3,2,9,1,3,4,8,8,4,5,3,1,6,9,2,1,7,7,8,4,5,3,8,5,5,9
434:8,3,4,2,7,6,6,3,1,2,1,7,5,1,3,7,2,2,5,4,6,2,1,2,1,7,7,6,6,5
435:9,8,3,2,5,9,3,1,4,3,2,3,2,5,4,3,5,4,3,1,6,8,4,7,3,9,5,8,9,8
436:1,5,4,7,3,5,1,6,7,1,4,4,5,6,1,1,9,9,5,3,8,8,6,9,2,7,4,4,4,5
437:3,9,6,9,4,4,7,4,6,9,4,4,2,1,9,4,8,9,2,6,8,9,6,2,5,2,4,9,8,3
438:7,1,6,5,6,7,4,1,8,5,2,7,4,2,8,8,7,8,3,7,8,7,9,3,7,1,6,4,8,2
439:1,9,6,2,4,1,8,2,1,6,8,3,1,8,3,3,8,5,2,3,8,8,3,3,1,2,9,4,1,3
440:3,4,4,6,3,9,9,9,7,8,8,6,9,8,6,2,7,3,3,7,1,8,9,6,7,9,3,6,4,3
441:5,4,2,4,1,7,3,9,6,7,3,4,8,9,5,4,3,2,7,3,9,5,9,3,8,6,5,9,8,3
442:7,5,2,1,3,5,1,7,7,8,3,5,4,8,4,7,7,9,1,9,6,2,9,7,4,1,1,2,4,4
443:7,1,8,1,5,4,2,8,8,9,8,1,6,8,6,5,4,4,8,6,6,5,4,1,7,3,4,8,9,4
444:8,5,5,4,7,8,7,4,8,6,9,1,8,2,4,1,6,6,9,1,1,1,3,5,4,8,4,1,6,9
445:7,1,8,1,5,4,2,8,8,9,8,1,6,8,6,5,4,4,8,6,6,5,4,1,7,3,4,8,2,3
446:3,6,6,3,4,5,4,2,7,7,2,1,5,7,7,4,3,1,2,6,6,6,7,3,6,9,4,5,8,9
447:8,3,3,7,9,6,2,7,2,3,5,7,9,6,2,7,3,1,7,3,5,7,8,8,6,4,8,4,7,7
448:5,2,6,4,1,5,2,2,8,3,8,1,7,5,9,5,6,2,8,6,3,5,4,2,3,7,5,1,4,9
449:2,6,4,2,4,8,2,7,3,9,3,2,4,4,9,5,7,3,3,2,1,5,8,9,1,3,4,2,4,2
450:6,3,9,8,4,5,8,4,7,2,9,2,4,8,9,2,3,2,5,8,9,1,8,7,2,4,9,2,7,2
